dataset,user_id,name,class,age,gender,race,perspective,age_group,subset,auto_age,auto_gender,auto_perspective
BU-4DFE,BU-4DFE-1,F001_Angry_020.png,anger,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Angry_025.png,anger,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Angry_035.png,anger,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Angry_040.png,anger,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Disgust_025.png,disgust,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Disgust_040.png,disgust,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Fear_020.png,fear,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Fear_025.png,fear,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Fear_030.png,fear,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Happy_020.png,happiness,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Happy_025.png,happiness,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Neutral_000.png,neutral,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Sad_020.png,sadness,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Sad_025.png,sadness,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Sad_030.png,sadness,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Surprise_020.png,surprise,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Surprise_030.png,surprise,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-1,F001_Surprise_035.png,surprise,18,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Angry_020.png,anger,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Angry_025.png,anger,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Angry_030.png,anger,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Angry_035.png,anger,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Angry_040.png,anger,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Disgust_025.png,disgust,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Disgust_030.png,disgust,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Disgust_040.png,disgust,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Fear_020.png,fear,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Fear_030.png,fear,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Fear_040.png,fear,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Happy_020.png,happiness,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Happy_030.png,happiness,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Happy_035.png,happiness,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Happy_040.png,happiness,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Neutral_000.png,neutral,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Sad_020.png,sadness,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Sad_030.png,sadness,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Sad_035.png,sadness,20,female,,front,18-45,,1,0,0
BU-4DFE,BU-4DFE-2,F002_Sad_040.png,sadness,20,female,,front,18-45,,1,0,0
